,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2
185,FDK58,11.35,0.045165796,Snack Foods,100.0016,OUT018,2009,1012.016,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
186,FDO08,12.792854228644284,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,657.8104,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
187,NCW29,14.0,0.028907832,Health and Hygiene,130.431,OUT049,1999,778.986,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
188,FDE04,19.75,0.018059621,Frozen Foods,179.766,OUT045,2002,2336.958,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
189,NCB19,6.525,0.090436094,Household,85.0882,OUT049,1999,2233.0932,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
190,FDV15,10.3,0.146399712,Meat,103.9648,OUT049,1999,1661.8368,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
191,FDL58,5.78,0.074264356,Snack Foods,264.7568,OUT049,1999,4745.8224,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
192,FDA08,11.85,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,3124.5994,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
193,FDT43,16.35,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,467.3916,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
194,NCX06,12.792854228644284,0.01561108,Household,182.5976,OUT027,1985,5070.7328,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
195,FDT20,10.5,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,540.6296,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
196,FDB41,19.0,0.097313129,Frozen Foods,48.0718,OUT046,1997,992.7078,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
197,NCN55,14.6,0.059582996,Others,238.8538,OUT049,1999,6008.845,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
198,FDE40,12.792854228644284,0.098663652,Dairy,62.9194,OUT027,1985,2105.2596,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
199,FDX49,12.792854228644284,0.101338651,Canned,232.63,OUT027,1985,5359.69,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
200,NCM53,18.75,0.052146456,Health and Hygiene,104.628,OUT045,2002,745.696,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
201,FDE36,5.26,0.041764487,Baking Goods,161.8868,OUT035,2004,3275.736,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
202,FDN57,18.25,0.054344186,Snack Foods,140.2154,OUT045,2002,1701.7848,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
203,FDI24,12.792854228644284,0.078362484,Baking Goods,177.937,OUT027,1985,6704.606,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
204,FDI19,15.1,0.052339069,Meat,242.7512,OUT046,1997,4119.9704,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
205,FDF24,15.5,0.042464962,Baking Goods,81.5934,OUT010,1998,327.5736,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
206,FDG52,13.65,0.065732883,Frozen Foods,45.7402,OUT049,1999,780.9834,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
207,DRF36,16.1,0.023625114,Soft Drinks,189.3846,OUT045,2002,3630.6074,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
208,FDS45,12.792854228644284,0.051643608,Snack Foods,107.3622,OUT019,1985,317.5866,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
209,FDX40,12.85,0.165694219,Frozen Foods,39.7164,OUT010,1998,231.6984,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
210,DRK12,9.5,0.041878397,Soft Drinks,32.99,OUT035,2004,133.16,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
211,DRC27,13.8,0.058091482,Dairy,245.1802,OUT035,2004,5650.6446,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
212,FDL58,5.78,0.07731122380000001,Snack Foods,263.7568,OUT017,2007,2636.568,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
213,NCD30,19.7,0.026903714,Household,96.0726,OUT045,2002,1272.3438,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
214,NCZ54,14.65,0.0813447597,Household,161.5552,OUT010,1998,324.9104,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
215,FDE10,6.67,0.150554711,Snack Foods,130.0626,OUT010,1998,131.1626,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
216,FDR44,6.11,0.09157041555555555,Fruits and Vegetables,131.2968,OUT010,1998,260.9936,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
217,FDP28,13.65,0.134975628,Frozen Foods,260.0936,OUT010,1998,260.9936,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
218,FDX15,17.2,0.15616879,Meat,160.6578,OUT013,1987,3690.5294,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
219,FDA39,6.32,0.011040999499999999,Meat,40.2822,OUT035,2004,1139.1838,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
220,FDY24,4.88,0.133700752,Baking Goods,52.9298,OUT049,1999,1995.4026,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
221,FDC60,5.425,0.115119905,Baking Goods,88.3514,OUT017,2007,1416.8224,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
222,FDH28,15.85,0.110030997,Frozen Foods,37.2506,OUT046,1997,265.6542,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
223,FDT25,7.5,0.051038045,Canned,121.7072,OUT017,2007,3552.7088,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
224,DRJ13,12.65,0.062837968,Soft Drinks,161.5578,OUT013,1987,2406.867,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
225,NCO07,12.792854228644284,0.017116983,Others,211.956,OUT019,1985,213.056,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
226,FDW20,20.75,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,2956.152,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
227,DRF27,12.792854228644284,0.049754975,Dairy,152.134,OUT019,1985,153.134,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
228,FDS49,9.0,0.07721649277777778,Canned,79.7644,OUT035,2004,1649.8524,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
229,FDX25,12.792854228644284,0.101561568,Canned,181.9292,OUT027,1985,3101.2964,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
230,NCX42,12.792854228644284,0.005949644,Household,165.6526,OUT027,1985,4769.1254,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
231,FDG33,12.792854228644284,0.13956116,Seafood,170.4764,OUT027,1985,3435.528,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
232,FDL56,14.1,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,1133.8574,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
233,FDF14,7.55,0.027164679,Canned,152.334,OUT035,2004,2603.278,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
234,NCD06,13.0,0.099325278,Household,45.406,OUT046,1997,605.878,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
235,DRM47,12.792854228644284,0.04357366,Hard Drinks,192.8846,OUT027,1985,2293.0152,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
236,FDS46,12.792854228644284,0.082741482,Snack Foods,118.7782,OUT019,1985,119.1782,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
237,FDB35,12.3,0.064565202,Starchy Foods,92.9804,OUT013,1987,1929.4884,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
238,FDX21,12.792854228644284,0.084554569,Snack Foods,109.8912,OUT027,1985,2074.6328,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
239,NCU05,12.792854228644284,0.058451805,Health and Hygiene,79.9618,OUT027,1985,241.6854,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
240,NCR38,17.25,0.113748685,Household,251.3724,OUT045,2002,6795.1548,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
241,NCR18,15.85,0.020603511,Household,42.7112,OUT017,2007,639.168,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
242,NCU41,18.85,0.052044976,Health and Hygiene,192.1846,OUT035,2004,3248.4382,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
243,FDY56,16.35,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,7222.5984,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
244,DRJ51,14.1,0.087977262,Dairy,229.0668,OUT035,2004,3225.1352,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
245,FDK21,7.905,0.010010425,Snack Foods,249.0408,OUT035,2004,3755.112,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
246,FDY25,12.0,0.033946163,Canned,179.3976,OUT013,1987,3440.8544,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
247,FDU44,12.15,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,974.7312,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
248,FDL43,10.1,0.027106459,Meat,75.367,OUT049,1999,535.969,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
249,FDF05,17.5,0.027022883,Frozen Foods,262.491,OUT017,2007,5259.82,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
250,DRF15,12.792854228644284,0.058153409,Dairy,152.034,OUT019,1985,306.268,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
251,FDL20,17.1,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,1779.0176,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
252,FDV32,7.785,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,759.012,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
253,FDJ34,11.8,0.09357779,Snack Foods,125.9704,OUT013,1987,1877.556,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
254,FDG08,13.15,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,3779.0808,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
255,FDQ04,12.792854228644284,0.148392623,Frozen Foods,41.5796,OUT019,1985,41.2796,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
256,FDW13,8.5,0.098438394,Canned,51.1324,OUT017,2007,259.662,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
257,NCI17,8.645,0.143303291,Health and Hygiene,96.341,OUT013,1987,193.082,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
258,FDY03,17.6,0.076276208,Meat,110.9202,OUT045,2002,1687.803,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
259,FDS12,9.1,0.175103435,Baking Goods,127.5362,OUT017,2007,4655.9394,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
260,FDJ55,12.8,0.023511371,Meat,225.9404,OUT013,1987,4950.8888,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
261,DRK01,7.63,0.06105276,Soft Drinks,95.4436,OUT035,2004,1418.154,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
262,FDG28,9.285,0.049559042,Frozen Foods,246.4144,OUT017,2007,1225.072,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
263,FDY38,13.6,0.119418124,Dairy,231.03,OUT045,2002,5359.69,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
264,FDN01,8.895,0.072545601,Breakfast,176.237,OUT045,2002,1764.37,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
265,NCR54,16.35,0.090486828,Household,195.211,OUT013,1987,2553.343,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
266,FDG29,17.6,0.056245075,Frozen Foods,43.3454,OUT013,1987,1006.6896,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
267,FDG24,7.975,0.014618973,Baking Goods,85.225,OUT013,1987,1081.925,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
268,FDG59,15.85,0.043479126,Starchy Foods,36.7164,OUT017,2007,308.9312,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
269,FDM28,15.7,0.045166237,Frozen Foods,178.666,OUT013,1987,2516.724,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
270,FDW04,8.985,0.057827101,Frozen Foods,128.831,OUT046,1997,1428.141,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
271,FDS26,20.35,0.089394766,Dairy,260.1594,OUT013,1987,2093.2752,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
272,FDQ56,6.59,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,1929.4884,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
273,FDK51,19.85,0.005234153,Dairy,264.0884,OUT035,2004,5829.7448,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
274,FDL22,16.85,0.036390174,Snack Foods,91.4488,OUT046,1997,2082.6224,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
275,FDH19,12.792854228644284,0.03292824,Meat,173.1738,OUT027,1985,7298.4996,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
276,FDY55,16.75,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,7452.9652,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
277,FDY03,17.6,0.076552407,Meat,110.5202,OUT017,2007,450.0808,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
278,FDK21,7.905,0.016758569,Snack Foods,250.4408,OUT010,1998,500.6816,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
279,FDZ10,12.792854228644284,0.044248175,Snack Foods,126.202,OUT027,1985,3668.558,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
280,FDZ32,7.785,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,736.3748,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
281,NCZ18,7.825,0.186032678,Household,253.0698,OUT035,2004,6088.0752,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
282,NCF07,12.792854228644284,0.031867464,Household,101.0016,OUT027,1985,2125.2336,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
283,DRE49,20.75,0.021370201,Soft Drinks,153.0024,OUT017,2007,2277.036,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
284,FDJ08,12.792854228644284,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,573.2538,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
285,FDT39,6.26,0.009866049,Meat,151.1366,OUT035,2004,2267.049,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
286,FDE08,18.2,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,296.9468,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
287,NCD06,13.0,0.099729888,Household,46.306,OUT018,2009,559.272,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
288,FDB57,20.25,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,5559.43,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
289,NCT54,8.695,0.119721451,Household,95.5094,OUT049,1999,1237.7222,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
290,DRF49,7.27,0.071222087,Soft Drinks,113.5518,OUT045,2002,569.259,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
291,FDM25,12.792854228644284,0.060371962,Breakfast,174.0712,OUT027,1985,3866.9664,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
292,FDF20,12.85,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,1379.5376,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
293,FDH27,7.075,0.05858462,Dairy,142.7128,OUT018,2009,1869.5664,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
294,FDV60,12.792854228644284,0.11679292,Baking Goods,196.211,OUT027,1985,5499.508,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
295,FDY59,8.195,0.031452265,Baking Goods,94.3462,OUT049,1999,925.462,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
296,FDK36,7.09,0.00721395,Baking Goods,47.9034,OUT035,2004,583.2408,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
297,NCM31,6.095,0.081196619,Others,141.4154,OUT046,1997,1418.154,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
298,FDE33,19.35,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,942.7728,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
299,FDU36,6.15,0.04627095,Baking Goods,99.3384,OUT046,1997,2364.9216,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
300,FDV13,12.792854228644284,0.02747716,Canned,87.9856,OUT027,1985,3251.7672,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
301,FDV20,12.792854228644284,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,254.3356,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
302,NCQ54,17.7,0.012540003,Household,167.0474,OUT035,2004,5895.659,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
303,FDO23,17.85,0.147023834,Breads,93.7436,OUT018,2009,1134.5232,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
304,DRE60,9.395,0.159657596,Soft Drinks,224.972,OUT045,2002,7696.648,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
305,DRP47,15.75,0.141398626,Hard Drinks,250.5382,OUT017,2007,2775.7202,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
306,FDB21,7.475,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,5317.0788,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
307,FDR04,7.075,0.021757498666666666,Frozen Foods,98.0068,OUT018,2009,874.8612,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
308,FDX23,6.445,0.029691762,Baking Goods,92.6436,OUT046,1997,1039.9796,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
309,FDX19,19.1,0.096715523,Fruits and Vegetables,235.0958,OUT035,2004,3038.0454,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
310,FDD40,20.25,0.014790559,Dairy,193.6162,OUT035,2004,3848.324,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
311,FDA01,15.0,0.054378253,Canned,59.1904,OUT046,1997,527.3136,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
312,FDS33,6.67,0.123428594,Snack Foods,89.1514,OUT046,1997,2390.8878,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
313,FDM50,12.792854228644284,0.029943463,Canned,60.222,OUT027,1985,1677.816,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
314,FDB29,16.7,0.052368061,Frozen Foods,112.7176,OUT013,1987,801.6232,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
315,FDF46,7.07,0.093861144,Snack Foods,115.5834,OUT045,2002,1267.0174,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
316,FDA33,6.48,0.033968647,Snack Foods,148.0076,OUT045,2002,886.8456,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
317,FDC08,19.0,0.173154079,Fruits and Vegetables,228.272,OUT010,1998,452.744,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
318,FDB53,13.35,0.139735226,Frozen Foods,147.5392,OUT045,2002,3877.6192,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
319,FDY31,12.792854228644284,0.043351896,Fruits and Vegetables,146.6418,OUT027,1985,4414.254,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
320,DRQ35,12.792854228644284,0.042086652,Hard Drinks,122.4388,OUT027,1985,5448.9072,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
321,FDX36,9.695,0.12848269,Baking Goods,223.9404,OUT049,1999,4950.8888,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
322,DRD13,15.0,0.049357077,Soft Drinks,62.6168,OUT017,2007,958.752,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
323,FDC52,11.15,0.008326735,Dairy,149.9708,OUT017,2007,1956.1204,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
324,FDB45,20.85,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,2404.2038,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
325,NCK19,9.8,0.151420934,Others,194.3478,OUT010,1998,387.4956,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
326,FDV51,16.35,0.032511818,Meat,165.0842,OUT013,1987,994.7052,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
327,FDZ35,9.6,0.022323658,Breads,101.299,OUT045,2002,1754.383,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
328,NCW17,12.792854228644284,0.019292355,Health and Hygiene,129.9994,OUT027,1985,3340.9844,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
329,FDV59,13.35,0.048124443,Breads,216.7166,OUT045,2002,3918.8988,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
330,DRH39,20.7,0.09261307,Dairy,76.367,OUT013,1987,306.268,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
331,FDN60,12.792854228644284,0.094697274,Baking Goods,158.4604,OUT027,1985,4278.4308,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
332,FDU55,16.2,0.035984104,Fruits and Vegetables,260.6278,OUT045,2002,4425.5726,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
333,FDN58,12.792854228644284,0.056596985,Snack Foods,230.9984,OUT027,1985,9267.936,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
334,FDC41,12.792854228644284,0.2047,Frozen Foods,76.867,OUT019,1985,229.701,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
335,FDO01,12.792854228644284,0.020618324,Breakfast,129.3994,OUT027,1985,2055.9904,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
336,NCO43,5.5,0.04709821,Others,101.3016,OUT046,1997,3339.6528,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
337,FDQ07,15.1,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,6410.3224,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
338,FDF28,15.7,0.038078899,Frozen Foods,122.9046,OUT017,2007,1992.0736,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
339,FDM01,7.895,0.095102092,Breakfast,104.4332,OUT017,2007,2870.9296,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
340,FDY49,12.792854228644284,0.011953902,Canned,164.5184,OUT027,1985,2807.0128,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
341,FDR24,17.35,0.062799379,Baking Goods,88.183,OUT013,1987,539.298,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
342,NCY18,7.285,0.031125709,Household,174.3054,OUT013,1987,4377.635,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
343,NCY30,20.25,0.026005891,Household,180.9976,OUT045,2002,2716.464,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
344,FDJ22,12.792854228644284,0.09246392,Snack Foods,190.9504,OUT019,1985,383.5008,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
345,DRI37,15.85,0.107765165,Soft Drinks,59.5904,OUT049,1999,703.0848,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
346,FDL27,6.17,0.010647477,Meat,66.3826,OUT049,1999,1937.478,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
347,NCO30,19.5,0.015749341,Household,182.2608,OUT049,1999,3307.6944,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
348,NCB07,19.2,0.077628053,Household,197.611,OUT049,1999,3142.576,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
349,FDX25,16.7,0.0765955085,Canned,181.2292,OUT018,2009,2554.0088,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
350,FDP59,20.85,0.056695731,Breads,104.0648,OUT018,2009,1869.5664,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
351,FDR59,14.5,0.063993068,Breads,260.4594,OUT045,2002,5494.8474,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
352,FDT27,11.395,0.069529262,Meat,233.1616,OUT013,1987,6093.4016,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
353,DRI01,7.97,0.034452949,Soft Drinks,174.0422,OUT046,1997,2586.633,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
354,FDU09,7.71,0.06670068,Snack Foods,55.2956,OUT049,1999,1255.6988,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
355,FDH26,19.25,0.034699737,Canned,141.7496,OUT046,1997,4093.3384,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
356,FDH27,7.075,0.058346939,Dairy,142.2128,OUT046,1997,3163.8816,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
357,FDN39,12.792854228644284,0.065203103,Meat,166.0816,OUT027,1985,5033.448,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
358,FDH40,11.6,0.078929571,Frozen Foods,79.9276,OUT046,1997,1137.1864,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
359,FDJ56,12.792854228644284,0.182514881,Fruits and Vegetables,98.77,OUT027,1985,2696.49,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
360,DRN47,12.1,0.016895293,Hard Drinks,178.566,OUT018,2009,898.83,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
361,NCO17,10.0,0.073379745,Health and Hygiene,118.244,OUT046,1997,2756.412,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
362,FDX60,14.35,0.08075758,Baking Goods,81.896,OUT045,2002,878.856,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
363,FDT22,10.395,0.112271498,Snack Foods,58.222,OUT049,1999,659.142,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
364,FDX26,12.792854228644284,0.153741385,Dairy,182.6292,OUT019,1985,182.4292,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
365,FDG45,8.1,0.127929521,Fruits and Vegetables,211.4902,OUT013,1987,3610.6334,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
366,FDD44,8.05,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,5153.292,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
367,FDS15,9.195,0.078502143,Meat,108.7596,OUT017,2007,2588.6304,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
368,FDL51,20.7,0.047684831,Dairy,212.5876,OUT018,2009,1286.3256,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
369,FDL32,15.7,0.123159656,Fruits and Vegetables,110.1544,OUT017,2007,1230.3984,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
370,FDZ07,12.792854228644284,0.0885665866,Fruits and Vegetables,60.2194,OUT027,1985,1733.7432,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
371,NCW53,12.792854228644284,0.053392944,Health and Hygiene,193.8162,OUT019,1985,384.8324,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
372,NCA54,16.5,0.036715907,Household,180.0318,OUT045,2002,3969.4996,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
